,runtime,certificate,budget,release_day,release_year,result,Mystery,Romance,Sport,Sci-Fi,Family,Horror,Thriller,Musical,Crime,Drama,Fantasy,War,Animation,Music,Adventure,Action,Comedy,Western,Biography,History
4189,94,R,40.0,Friday,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4190,106,R,12.6,Friday,2014,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4191,112,R,50.0,Friday,2014,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4192,100,PG,60.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
4194,107,PG-13,6.0,Thursday,2014,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4195,104,PG-13,30.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4196,118,PG-13,26.0,Friday,2014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4197,103,R,12.0,Friday,2014,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4198,97,R,18.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4199,108,PG-13,48.0,Friday,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4200,119,PG-13,100.0,Friday,2014,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4201,112,R,44.0,Wednesday,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
4202,132,PG-13,66.0,Friday,2014,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4203,93,R,5.0,Friday,2014,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4204,118,PG,65.0,Friday,2014,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4205,105,PG-13,100.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4206,109,R,35.0,Friday,2014,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4207,101,PG-13,125.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
4208,141,R,50.0,Friday,2014,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4209,102,PG,145.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
4210,83,R,1.0,Friday,2015,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,109,PG-13,40.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4212,102,R,7.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4213,108,R,14.0,Friday,2015,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,101,PG-13,5.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4215,110,PG-13,16.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
4216,122,R,16.0,Sunday,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4217,103,R,9.0,Friday,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4218,111,R,22.5,Friday,2014,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4221,95,PG,55.0,Friday,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4222,114,R,28.0,Friday,2014,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4223,118,PG-13,70.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4224,134,R,40.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4226,128,PG-13,20.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4227,108,R,15.0,Wednesday,2014,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4228,97,PG-13,4.0,Thursday,2014,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4229,107,PG-13,11.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
4230,125,R,20.0,Friday,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4231,111,R,15.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4232,108,R,42.0,Wednesday,2014,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4233,122,PG,22.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4234,100,R,5.0,Friday,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4235,118,PG-13,60.0,Friday,2014,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4237,111,R,25.0,Thursday,2014,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4238,92,PG-13,65.0,Friday,2014,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4239,117,PG-13,28.0,Friday,2014,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4240,104,PG-13,20.0,Friday,2014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4241,106,PG-13,10.0,Thursday,2014,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4243,97,R,10.0,Friday,2015,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4244,122,R,15.0,Friday,2014,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4245,109,R,30.0,Thursday,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4246,107,PG,50.0,Friday,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4247,110,PG-13,20.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4248,104,R,17.0,Wednesday,2014,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4249,99,PG-13,70.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
4250,119,R,16.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4251,92,R,22.0,Friday,2014,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4253,110,PG-13,25.0,Friday,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4255,92,PG,132.0,Wednesday,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4257,101,G,103.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4259,112,PG-13,45.0,Friday,2014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4260,100,R,1.5,Friday,2016,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4261,81,PG,28.0,Friday,2014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4264,102,PG-13,13.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4265,97,R,20.0,Wednesday,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4266,90,PG-13,28.0,Friday,2014,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4267,121,PG-13,10.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4270,115,PG-13,19.0,Friday,2015,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4272,89,PG-13,50.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4274,97,PG-13,16.8,Friday,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4277,99,PG-13,25.0,Friday,2014,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4279,139,PG-13,30.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4281,99,R,5.0,Friday,2014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4284,89,R,6.5,Friday,2014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4285,89,PG-13,5.0,Friday,2014,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4286,84,R,5.0,Friday,2014,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4287,116,PG-13,7.0,Friday,2014,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4288,92,PG,145.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4289,113,PG,2.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4290,94,PG-13,18.0,Friday,2014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4293,100,R,12.5,Friday,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4294,96,PG,60.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4296,106,R,6.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4297,84,PG-13,13.2,Friday,2014,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4299,124,PG,25.0,Friday,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4301,114,R,10.24,Friday,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4303,99,PG,12.0,Wednesday,2014,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4305,88,PG-13,6.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4307,79,PG,0.5,Friday,2014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4308,96,PG-13,31.0,Thursday,2014,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,86,R,4.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4313,115,PG,15.0,Friday,2014,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4315,98,PG,5.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4316,85,PG,42.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4317,102,R,12.0,Friday,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4320,91,PG,13.0,Wednesday,2014,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4321,83,PG,50.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4323,106,PG-13,24.0,Friday,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4328,107,PG,36.0,Friday,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4329,138,PG-13,22.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4330,90,R,6.7,Friday,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4331,121,PG-13,9.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4342,111,PG-13,8.0,Friday,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4345,85,PG,12.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4353,107,PG-13,5.0,Friday,2014,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4360,89,R,7.0,Friday,2014,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4361,103,R,5.0,Thursday,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4363,107,PG,16.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4371,102,PG-13,10.0,Friday,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4374,126,PG-13,155.0,Wednesday,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4375,120,R,150.0,Friday,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4376,92,R,4.0,Friday,2016,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4377,138,PG-13,245.0,Friday,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4378,118,R,13.0,Friday,2016,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4379,156,R,135.0,Friday,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4380,125,R,40.0,Friday,2015,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4381,95,PG,175.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4382,168,R,44.0,Wednesday,2015,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4383,121,R,30.0,Friday,2015,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4384,130,R,28.0,Wednesday,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4385,99,R,2.5,Friday,2015,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4386,137,PG-13,190.0,Friday,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4387,141,PG-13,250.0,Friday,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4388,144,PG-13,108.0,Friday,2015,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4389,148,PG-13,245.0,Friday,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4390,114,PG-13,110.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4391,132,R,30.0,Friday,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4392,105,PG,95.0,Friday,2015,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4393,92,PG,74.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4394,129,R,20.0,Friday,2015,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4395,117,PG-13,130.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
4397,115,PG-13,29.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4398,114,PG-13,105.0,Friday,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4399,131,PG-13,150.0,Friday,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4400,127,PG-13,176.0,Friday,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4401,106,PG-13,90.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
4402,137,PG-13,160.0,Friday,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4403,124,PG-13,150.0,Friday,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4404,116,PG-13,75.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
4405,119,R,15.0,Friday,2016,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4406,133,PG-13,35.0,Wednesday,2015,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4407,112,PG-13,25.0,Friday,2015,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4408,121,PG-13,35.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4409,105,R,50.1,Friday,2015,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
4410,100,PG-13,120.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4411,122,PG-13,100.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4412,94,PG-13,5.0,Friday,2015,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4413,99,R,31.0,Wednesday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4415,121,PG-13,55.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4416,125,R,35.0,Friday,2015,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4417,118,R,11.8,Friday,2016,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4418,95,R,5.0,Friday,2016,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4420,101,R,20.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4422,124,R,30.0,Friday,2015,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4423,122,R,30.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4424,142,PG-13,40.0,Friday,2015,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4425,119,R,55.0,Friday,2015,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4426,147,R,28.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4427,120,R,49.0,Friday,2015,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4428,91,R,4.0,Friday,2015,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4429,123,R,53.0,Friday,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
4430,114,R,50.0,Friday,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4431,103,PG,58.0,Friday,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4432,93,PG,200.0,Wednesday,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4433,105,PG-13,88.0,Friday,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4434,105,PG-13,37.0,Friday,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4435,115,R,14.8,Wednesday,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4436,111,PG,150.0,Friday,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4437,95,R,11.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4438,103,R,7.0,Friday,2015,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
4439,124,PG-13,60.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4440,130,PG,190.0,Friday,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4441,96,PG-13,50.0,Friday,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4442,96,R,2.0,Friday,2016,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4443,119,PG-13,110.0,Friday,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4444,98,PG-13,15.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
4446,94,PG,135.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4447,137,R,50.0,Friday,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4448,129,PG,17.0,Friday,2015,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4451,103,R,16.2,Wednesday,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4452,117,PG-13,26.0,Friday,2015,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4453,108,R,5.0,Friday,2015,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4454,93,R,15.0,Friday,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4455,131,PG-13,61.0,Friday,2015,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4456,113,R,15.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4459,96,R,2.0,Friday,2015,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4461,101,R,25.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4463,100,R,40.0,Friday,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4464,123,PG-13,34.0,Friday,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4465,119,PG-13,15.36,Friday,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4466,97,R,10.0,Friday,2015,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4467,107,PG-13,17.0,Friday,2015,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4468,123,PG-13,35.0,Friday,2015,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4469,102,R,2.0,Friday,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4470,106,PG-13,23.0,Friday,2016,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4471,96,R,35.0,Friday,2015,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4472,101,PG-13,8.5,Friday,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4473,104,R,30.0,Wednesday,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4474,105,PG-13,8.0,Wednesday,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4475,111,PG-13,19.5,Friday,2015,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4476,97,PG-13,10.0,Friday,2015,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4477,96,R,28.0,Friday,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4478,91,PG,74.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4479,109,PG-13,12.0,Friday,2015,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4480,89,PG,80.0,Friday,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4481,118,PG,5.0,Friday,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4482,110,PG-13,65.0,Wednesday,2015,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4483,107,R,60.0,Friday,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4484,115,R,68.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4485,101,R,10.0,Friday,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4486,101,PG-13,16.0,Thursday,2016,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4487,123,PG,35.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4488,101,R,23.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4489,90,R,8.0,Friday,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4490,118,R,30.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4491,115,R,40.0,Friday,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4492,124,R,15.0,Friday,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4493,133,R,70.0,Friday,2015,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4494,108,PG-13,10.0,Friday,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4495,122,R,10.0,Wednesday,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4496,87,PG-13,35.0,Friday,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4498,98,R,25.0,Friday,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4499,83,PG-13,3.3,Friday,2015,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4501,92,PG,90.0,Friday,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4502,93,R,14.0,Friday,2015,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
